date,channel,spend,impressions,clicks,conversions,revenue
2025-06-23,Affiliate Partners,485.53,25500,778,47,2921.59
2025-06-24,Google Ads,1377.89,160568,8814,487,62618.51
2025-06-24,Meta Ads,1364.72,109945,6025,219,14659.03
2025-06-24,LinkedIn Ads,1058.75,73874,3042,73,17761.69
2025-06-24,Email Marketing,306.26,34480,2647,213,13749.84
2025-06-24,Affiliate Partners,577.31,60400,2934,146,10829.52
2025-06-25,Google Ads,1776.5,150696,4864,235,30433.66
2025-06-25,Meta Ads,899.43,65846,4694,171,19695.8
2025-06-25,LinkedIn Ads,858.18,55348,1343,20,5393.35
2025-06-25,Email Marketing,143.75,15346,1076,84,6963.08
2025-06-25,Affiliate Partners,623.87,45700,2815,170,16505.87
2025-06-26,Google Ads,1704.06,103286,7493,360,37267.45
2025-06-26,Meta Ads,1486.2,130394,4817,226,19955.3
2025-06-26,LinkedIn Ads,719.33,42405,2795,72,19333.53
2025-06-26,Email Marketing,295.11,14755,663,49,3867.69
2025-06-26,Affiliate Partners,518.92,61291,2057,117,9128.04
2025-06-27,Google Ads,1510.25,107671,4116,207,20181.81
2025-06-27,Meta Ads,1363.05,138939,9851,355,39144.46
2025-06-27,LinkedIn Ads,616.19,49039,1872,55,13698.32
2025-06-27,Email Marketing,371.65,39831,1230,99,6493.05
2025-06-27,Affiliate Partners,482.26,36635,2715,181,13936.04
2025-06-28,Google Ads,1320.75,120643,7197,368,50486.09
2025-06-28,Meta Ads,1541.37,85533,4505,162,18367.86
2025-06-28,LinkedIn Ads,667.13,69811,3841,66,18113.35
2025-06-28,Email Marketing,331.35,38653,871,68,4512.45
2025-06-28,Affiliate Partners,678.05,47978,3016,152,11123.07
2025-06-29,Google Ads,1049.08,108191,2829,126,13971.55
2025-06-29,Meta Ads,1678.96,127348,9675,380,39659.41
2025-06-29,LinkedIn Ads,1297.59,140042,8659,225,57288.41
2025-06-29,Email Marketing,280.76,32138,1982,147,8347.94
2025-06-29,Affiliate Partners,815.43,82381,5906,407,28071.6
2025-06-30,Google Ads,1751.68,111524,4541,264,30717.48
2025-06-30,Meta Ads,1051.86,77304,6084,243,25771.48
2025-06-30,LinkedIn Ads,870.32,87810,4717,147,36505.66
2025-06-30,Email Marketing,346.74,40324,2007,156,10789.15
2025-06-30,Affiliate Partners,469.0,49260,3155,194,18113.69
